ticker,year,roa,operating_margin,debt_to_assets,revenue_growth,current_ratio,log_assets,price_to_sales,price_to_book,market_cap,roa_median,operating_margin_median,debt_to_assets_median,revenue_growth_median,current_ratio_median,log_assets_median,price_to_sales_median,price_to_book_median,market_cap_median,roa_pct,operating_margin_pct,debt_to_assets_pct,revenue_growth_pct,current_ratio_pct,log_assets_pct,price_to_sales_pct,price_to_book_pct,market_cap_pct
A,2024,0.1088131014688502,0.2837173579109063,0.3017052169508695,-0.0472705985657837,2.0891820580474936,9.37974553683691,5.708678929339478,6.301034220074602,37163.49983,0.0616421325534922,0.3075136718082631,0.3078213426597681,0.06251086797507785,1.4320408719039825,10.989579014298902,4.6444657381577805,4.932219613779539,106063.27429999999,0.7333333333333333,0.43333333333333335,0.5,0.1,0.8333333333333334,0.16666666666666666,0.7,0.6333333333333333,0.26666666666666666
A,2025,0.1023807653021136,0.2780656303972366,0.2783845368115031,0.0672811059907834,1.957392415850021,9.451480999992048,5.962547990788716,6.145643589971814,41427.78344,0.0783736822124229,0.2978128551408711,0.2783845368115031,0.0672811059907834,1.5791132054047916,10.98568247743216,5.17339741194851,4.788797689986071,109821.84,0.5862068965517241,0.4482758620689655,0.5172413793103449,0.5172413793103449,0.6896551724137931,0.20689655172413793,0.7241379310344828,0.6896551724137931,0.2413793103448276
ABBV,2014,0.0643990271172904,0.3381763527054108,0.5449232221294514,0.0622671633847791,1.4112280701754385,10.223648915729836,5.2174597274549095,59.78214475315729,104140.49616,0.06472365053162565,0.26112443376288996,0.2171779266534313,0.07338197201461025,2.265645858739783,10.285895118865852,4.563597795884041,4.729247140462211,55270.21965,0.5,0.7857142857142857,0.8928571428571429,0.42857142857142855,0.21428571428571427,0.5,0.5714285714285714,1.0,0.75
ABBV,2015,0.0969651272384542,0.4222844393892996,0.5970028275212064,0.1452404809619238,1.4975215715072516,10.87899014404213,4.172101199527539,24.174920486692017,95370.06132,0.0686671858325551,0.26175031885242783,0.26370171206447685,0.0772296139256255,2.160220790216694,10.381030014191504,4.134389501512452,4.215775105746447,60300.393314999994,0.6428571428571429,0.8928571428571429,0.8928571428571429,0.75,0.2857142857142857,0.75,0.5357142857142857,0.9285714285714286,0.6785714285714286
ABBV,2016,0.0900618768816472,0.43646150245729,0.5573760571264316,0.1215713723259985,1.6549432573356508,11.0989088971323,3.889662378500663,21.5106048446937,99723.16406,0.0831031759857033,0.27577036397421895,0.27787909941086536,0.0788016929722885,2.2643430794628383,10.426216757576528,4.016138650401266,4.343383764850781,54698.1804,0.5714285714285714,0.8928571428571429,0.8928571428571429,0.6428571428571429,0.35714285714285715,0.75,0.4642857142857143,1.0,0.7857142857142857
ABBV,2017,0.0750007063543638,0.4329104054437199,0.5279009973723617,0.100553865356112,1.2753440298059011,11.167416520015664,5.457009817479444,30.208944282911517,153974.98901,0.0719567753984363,0.27705169682008435,0.26596388156061745,0.08363277135632324,2.055377734083176,10.46421709624094,4.857324982634859,5.158828033207991,66017.9835,0.5714285714285714,0.8928571428571429,0.8928571428571429,0.6428571428571429,0.14285714285714285,0.7142857142857143,0.6071428571428571,1.0,0.8928571428571429
ABBV,2018,0.0958181695646313,0.4379751473147498,0.6791683515298558,0.1607952934505245,0.9829456464992168,10.99124109786936,4.162451823039111,-16.141698385034335,136332.78456,0.0958181695646313,0.2810822733622528,0.2823377260463353,0.0960574878400508,1.7285857285857285,10.576610581265143,4.314918020733769,4.626183844011142,72338.68000000001,0.5172413793103449,0.896551724137931,0.9655172413793104,0.7586206896551724,0.13793103448275862,0.6551724137931034,0.41379310344827586,0.06896551724137931,0.8620689655172413
ABBV,2019,0.08844751164226,0.4771237900559129,0.7528250014026819,0.0156626873874148,3.177350016041065,11.397682949457952,3.9362372536523775,-16.023356397454727,130942.86848000002,0.09448106650761925,0.2904407817020239,0.30028091400967394,0.0712915824883848,1.7715241991369095,10.647165936732051,5.1686791497731335,4.927692965793274,77400.69709500001,0.4666666666666667,0.9333333333333333,0.9666666666666667,0.3,0.7333333333333333,0.7666666666666667,0.26666666666666666,0.06666666666666667,0.7666666666666667
ABBV,2020,0.0306578554112841,0.4885767953870347,0.578241955301697,0.3763001262550351,0.8434109068071596,11.92215016361954,4.131006485890268,14.464209310951365,189134.00095,0.08158959000098535,0.30912018940147257,0.29280141333016896,0.06368677691030585,1.7897562134081741,10.759170154971066,5.791623616616933,6.7955283849817185,84069.06450000001,0.13333333333333333,0.9333333333333333,0.9666666666666667,0.9,0.1,0.8333333333333334,0.3,0.8,0.8333333333333334
ABBV,2021,0.0787693903595875,0.5069665640514618,0.5294173849545141,0.2274375327625371,0.7935443541512758,11.894978640067734,4.260600480452693,15.539522663551402,239432.9652,0.09519010331112475,0.32922146720898926,0.2889538632154832,0.1857504899988954,1.5560281569438117,10.815058892056678,5.188017442653033,6.263652592533566,108838.08661,0.36666666666666664,0.9,0.9333333333333333,0.7,0.06666666666666667,0.8333333333333334,0.36666666666666664,0.8333333333333334,0.8
ABBV,2022,0.0852707035049169,0.5391532021910634,0.462454522531609,0.0330444685659376,0.9636062021802424,11.84082534946078,4.925023967513006,16.571075774313204,285917.34141000005,0.09444277327896645,0.3266031198239705,0.2783843201778837,0.03598681543315315,1.4784635134165964,10.838454332521163,4.8253882469216975,5.1204709376671245,95917.90292,0.43333333333333335,1.0,0.8666666666666667,0.4666666666666667,0.16666666666666666,0.8333333333333334,0.5666666666666667,0.8666666666666667,0.8666666666666667
ABBV,2023,0.0360995018966528,0.4806325711550498,0.4475209893772595,-0.0643538774244668,0.8721228297349436,11.810887022018932,5.038253926322766,26.415818221042475,273667.87677000003,0.07873378436685599,0.2932151582930338,0.2830962402927928,0.04894513197933365,1.6134011151416594,10.986885754832777,4.8520670784169635,5.055340876220322,102698.995,0.23333333333333334,0.9666666666666667,0.9,0.2,0.13333333333333333,0.8333333333333334,0.5666666666666667,0.9333333333333333,0.8666666666666667
ABBV,2024,0.0316511419714266,0.4738878829836333,0.5032442790449908,0.0371147685849995,0.689587322193171,11.814221939439507,5.568327633400788,69.80590016858342,313686.1689,0.0616421325534922,0.3075136718082631,0.3078213426597681,0.06251086797507785,1.4320408719039825,10.989579014298902,4.6444657381577805,4.932219613779539,106063.27429999999,0.3,0.9666666666666667,0.9,0.3333333333333333,0.03333333333333333,0.8333333333333334,0.6666666666666666,1.0,0.9
ABBV,2025,0.0315467303672738,0.4759973839110529,0.5104434159450583,0.0856676252352042,0.689587322193171,11.80529652690814,6.604676050359712,-86.00539141516624,403941.98724,0.0783736822124229,0.2978128551408711,0.2783845368115031,0.0672811059907834,1.5791132054047916,10.98568247743216,5.17339741194851,4.788797689986071,109821.84,0.13793103448275862,0.9310344827586207,0.8620689655172413,0.6206896551724138,0.034482758620689655,0.7931034482758621,0.8275862068965517,0.034482758620689655,0.9310344827586207
ABT,2014,0.055336159903089,0.2210203980836667,0.1900666262870987,-0.0732790186744781,1.4490125332320547,10.628012268788328,3.353175072850299,3.153941080553749,67891.7357,0.06472365053162565,0.26112443376288996,0.2171779266534313,0.07338197201461025,2.265645858739783,10.285895118865852,4.563597795884041,4.729247140462211,55270.21965,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.10714285714285714,0.25,0.7142857142857143,0.2857142857142857,0.32142857142857145,0.5714285714285714
ABT,2015,0.1072320411181419,0.2373927958833619,0.2182219312919727,0.0078036252284288,1.540931852819508,10.627333661845343,3.241234263660867,3.1180701122059302,66137.38514999999,0.0686671858325551,0.26175031885242783,0.26370171206447685,0.0772296139256255,2.160220790216694,10.381030014191504,4.134389501512452,4.215775105746447,60300.393314999994,0.6785714285714286,0.42857142857142855,0.32142857142857145,0.25,0.35714285714285715,0.6428571428571429,0.25,0.35714285714285715,0.5714285714285714
ABT,2016,0.0265826149698097,0.2385747854025799,0.4178407321611666,0.0219554030874784,4.020420420420421,10.87172536503303,2.712938104349494,2.754547584477553,56572.89828999999,0.0831031759857033,0.27577036397421895,0.27787909941086536,0.0788016929722885,2.2643430794628383,10.426216757576528,4.016138650401266,4.343383764850781,54698.1804,0.14285714285714285,0.2857142857142857,0.7857142857142857,0.17857142857142858,0.8928571428571429,0.6785714285714286,0.17857142857142858,0.25,0.5714285714285714
ABT,2017,0.006255737704918,0.2561883899233297,0.3662163934426229,0.31348007480938,2.2606597845601435,11.241772694469658,3.632981604235123,3.2206157924717616,99507.36614,0.0719567753984363,0.27705169682008435,0.26596388156061745,0.08363277135632324,2.055377734083176,10.46421709624094,4.857324982634859,5.158828033207991,66017.9835,0.10714285714285714,0.42857142857142855,0.7142857142857143,0.9285714285714286,0.5357142857142857,0.75,0.2857142857142857,0.2857142857142857,0.7142857142857143
ABT,2018,0.0352522590921947,0.2473019818169926,0.2912777455227547,0.1163928441036874,1.623612960497115,11.115026660059447,4.152787045261299,4.160133739680251,126983.92227,0.0958181695646313,0.2810822733622528,0.2823377260463353,0.0960574878400508,1.7285857285857285,10.576610581265143,4.314918020733769,4.626183844011142,72338.68000000001,0.13793103448275862,0.3103448275862069,0.6206896551724138,0.6206896551724138,0.41379310344827586,0.7586206896551724,0.3793103448275862,0.41379310344827586,0.8275862068965517
ABT,2019,0.0543108400724733,0.2524761785356068,0.2813351598980659,0.043364510432337,1.442235110006444,11.125599837189853,4.798489549272818,4.924440638831704,153091.01058,0.09448106650761925,0.2904407817020239,0.30028091400967394,0.0712915824883848,1.7715241991369095,10.647165936732051,5.1686791497731335,4.927692965793274,77400.69709500001,0.26666666666666666,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.7,0.43333333333333335,0.5,0.8666666666666667
ABT,2020,0.0619589788829464,0.263291724456773,0.2741633125654739,0.084754262788365,1.716721256403796,11.192003690737314,5.603674661927878,5.915445726573938,193931.9727,0.08158959000098535,0.30912018940147257,0.29280141333016896,0.06368677691030585,1.7897562134081741,10.759170154971066,5.791623616616933,6.7955283849817185,84069.06450000001,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.6,0.4666666666666667,0.6666666666666666,0.4666666666666667,0.43333333333333335,0.8666666666666667
ABT,2021,0.0940342571413373,0.2902843876958793,0.2560109580296824,0.2446544151641239,1.8495993895459748,11.227853317033851,5.763828222402786,6.934721542930563,248276.90068,0.09519010331112475,0.32922146720898926,0.2889538632154832,0.1857504899988954,1.5560281569438117,10.815058892056678,5.188017442653033,6.263652592533566,108838.08661,0.5,0.36666666666666664,0.4,0.7333333333333333,0.6666666666666666,0.6333333333333333,0.5666666666666667,0.6333333333333333,0.8333333333333334
ABT,2022,0.0931379134313119,0.2820653792408311,0.2410865418200381,0.0134184561810795,1.6285105558783652,11.217721843119596,4.370662109133393,5.200689992095078,190792.51305,0.09444277327896645,0.3266031198239705,0.2783843201778837,0.03598681543315315,1.4784635134165964,10.838454332521163,4.8253882469216975,5.1204709376671245,95917.90292,0.5,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6,0.6333333333333333,0.43333333333333335,0.5333333333333333,0.7333333333333333
ABT,2023,0.0781681099243314,0.2502181555261911,0.2168027972792089,-0.0811857146129704,1.6378874358789104,11.201141938492748,4.758775968485876,4.944427772971013,190869.74532,0.07873378436685599,0.2932151582930338,0.2830962402927928,0.04894513197933365,1.6134011151416594,10.986885754832777,4.8520670784169635,5.055340876220322,102698.995,0.5,0.36666666666666664,0.3,0.16666666666666666,0.5333333333333333,0.6,0.4666666666666667,0.5,0.8
ABT,2024,0.1646154224089223,0.2448629320619785,0.1876212936350013,0.0458999227106136,1.6709754891573074,11.307302527374008,4.669186192610251,4.109440264770058,195872.36078,0.0616421325534922,0.3075136718082631,0.3078213426597681,0.06251086797507785,1.4320408719039825,10.989579014298902,4.6444657381577805,4.932219613779539,106063.27429999999,0.9,0.3333333333333333,0.23333333333333334,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5333333333333333,0.43333333333333335,0.8
ABT,2025,0.0752367003794125,0.2633775491788486,0.1630205390195241,0.0566865315852205,1.5758971871968963,11.370359093858278,4.908375940940264,4.173767287742183,217578.48871,0.0783736822124229,0.2978128551408711,0.2783845368115031,0.0672811059907834,1.5791132054047916,10.98568247743216,5.17339741194851,4.788797689986071,109821.84,0.4482758620689655,0.3793103448275862,0.2413793103448276,0.4482758620689655,0.4827586206896552,0.6206896551724138,0.4827586206896552,0.4827586206896552,0.7931034482758621
ALGN,2014,0.1476036870557299,0.277596228203657,0.0,0.1536596153321843,3.2563140760414444,6.895679661306011,5.887538747960028,5.957006247583926,4484.261549999999,0.06472365053162565,0.26112443376288996,0.2171779266534313,0.07338197201461025,2.265645858739783,10.285895118865852,4.563597795884041,4.729247140462211,55270.21965,0.8928571428571429,0.5714285714285714,0.05357142857142857,0.7142857142857143,0.75,0.07142857142857142,0.6785714285714286,0.6071428571428571,0.07142857142857142
ALGN,2015,0.1243016554853866,0.2363587333202442,0.0,0.1100671828247246,2.6944624400011774,7.054996140908377,6.191793832186458,6.173976266796866,5235.075,0.0686671858325551,0.26175031885242783,0.26370171206447685,0.0772296139256255,2.160220790216694,10.381030014191504,4.134389501512452,4.215775105746447,60300.393314999994,0.8571428571428571,0.39285714285714285,0.05357142857142857,0.6428571428571429,0.6785714285714286,0.07142857142857142,0.7142857142857143,0.6428571428571429,0.03571428571428571
ALGN,2016,0.1358606626360615,0.2527359673443383,0.0,0.2772228043988902,2.6894831162600363,7.241474443661889,7.081779809496292,7.682855536880556,7647.429889999999,0.0831031759857033,0.27577036397421895,0.27787909941086536,0.0788016929722885,2.2643430794628383,10.426216757576528,4.016138650401266,4.343383764850781,54698.1804,0.8928571428571429,0.4642857142857143,0.07142857142857142,0.9285714285714286,0.7142857142857143,0.07142857142857142,0.8214285714285714,0.7857142857142857,0.07142857142857142
ALGN,2017,0.1301668976565031,0.2656078098944424,0.0,0.364430479852279,2.324157921802433,7.483163422917728,12.069995038729807,15.459450089971057,17784.087600000003,0.0719567753984363,0.27705169682008435,0.26596388156061745,0.08363277135632324,2.055377734083176,10.46421709624094,4.857324982634859,5.158828033207991,66017.9835,0.8928571428571429,0.4642857142857143,0.05357142857142857,0.9642857142857143,0.6428571428571429,0.10714285714285714,0.9285714285714286,0.8928571428571429,0.10714285714285714
ALGN,2018,0.1950027722857179,0.2650867636379909,0.0,0.3346509091476728,1.8819965523868147,7.626793378267034,8.496300284974462,13.335482927086234,16707.90654,0.0958181695646313,0.2810822733622528,0.2823377260463353,0.0960574878400508,1.7285857285857285,10.576610581265143,4.314918020733769,4.626183844011142,72338.68000000001,0.896551724137931,0.4482758620689655,0.05172413793103448,0.9655172413793104,0.5517241379310345,0.10344827586206896,0.8275862068965517,0.9310344827586207,0.10344827586206896
ALGN,2019,0.1770606813606739,0.2465821781322555,0.0236733525226116,0.2239032754773473,1.6822548585435184,7.824326771439351,9.093394005973089,16.25794704825323,21885.94432,0.09448106650761925,0.2904407817020239,0.30028091400967394,0.0712915824883848,1.7715241991369095,10.647165936732051,5.1686791497731335,4.927692965793274,77400.69709500001,0.9,0.26666666666666666,0.06666666666666667,0.8666666666666667,0.4666666666666667,0.13333333333333333,0.7333333333333333,0.8666666666666667,0.1
ALGN,2020,0.3379966801947621,0.1975742948557429,0.0178438212197363,0.027067104981062,1.395244873834585,8.4825361130228,17.047820639732098,13.031220165343948,42141.2068,0.08158959000098535,0.30912018940147257,0.29280141333016896,0.06368677691030585,1.7897562134081741,10.759170154971066,5.791623616616933,6.7955283849817185,84069.06450000001,1.0,0.23333333333333334,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.1,0.9,0.7333333333333333,0.16666666666666666
ALGN,2021,0.1299235456765357,0.2745629188399285,0.0210994074495423,0.598979910928295,1.2962489429963864,8.68981956813663,13.086790261762935,14.278421592209597,51726.63779999999,0.09519010331112475,0.32922146720898926,0.2889538632154832,0.1857504899988954,1.5560281569438117,10.815058892056678,5.188017442653033,6.263652592533566,108838.08661,0.7666666666666667,0.3,0.06666666666666667,0.9,0.3,0.1,0.8,0.8,0.1
ALGN,2022,0.0607895463762538,0.2095805881967046,0.0213364375977122,-0.0551408901113802,1.258843847016985,8.690801396982176,4.363374278878658,4.524851542112725,16295.6103,0.09444277327896645,0.3266031198239705,0.2783843201778837,0.03598681543315315,1.4784635134165964,10.838454332521163,4.8253882469216975,5.1204709376671245,95917.90292,0.16666666666666666,0.26666666666666666,0.06666666666666667,0.1,0.3333333333333333,0.1,0.4,0.36666666666666664,0.03333333333333333
ALGN,2023,0.0731528595992325,0.2070621863882804,0.0208122222063332,0.0341733529514931,1.183879307716837,8.713397436212293,5.326039676251728,5.666054903347731,20570.55,0.07873378436685599,0.2932151582930338,0.2830962402927928,0.04894513197933365,1.6134011151416594,10.986885754832777,4.8520670784169635,5.055340876220322,102698.995,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.3,0.06666666666666667,0.6,0.6333333333333333,0.03333333333333333
ALGN,2024,0.0678019502461944,0.2050944083188547,0.0191930293180574,0.0354072486057386,1.222967605434079,8.73465664145525,3.850514824661691,3.9974857093161056,15398.25499,0.0616421325534922,0.3075136718082631,0.3078213426597681,0.06251086797507785,1.4320408719039825,10.989579014298902,4.6444657381577805,4.932219613779539,106063.27429999999,0.5666666666666667,0.26666666666666666,0.06666666666666667,0.3,0.3,0.06666666666666667,0.3333333333333333,0.4,0.03333333333333333
ALGN,2025,0.0658279129241687,0.2347381537976547,0.0183592615164076,0.0089902205844842,1.362782061598477,8.737724213044716,2.761731851882693,2.7520582977106045,11143.4886,0.0783736822124229,0.2978128551408711,0.2783845368115031,0.0672811059907834,1.5791132054047916,10.98568247743216,5.17339741194851,4.788797689986071,109821.84,0.3793103448275862,0.2413793103448276,0.06896551724137931,0.1724137931034483,0.3793103448275862,0.06896551724137931,0.3103448275862069,0.3448275862068966,0.034482758620689655
AMGN,2014,0.0747438739874509,0.4463938593430693,0.4450868727267458,0.0742664382094666,4.953339041095891,11.141992209856127,6.037188655734436,4.698739855690899,121124.116,0.06472365053162565,0.26112443376288996,0.2171779266534313,0.07338197201461025,2.265645858739783,10.285895118865852,4.563597795884041,4.729247140462211,55270.21965,0.6071428571428571,0.9285714285714286,0.8571428571428571,0.5357142857142857,0.9642857142857143,0.7857142857142857,0.75,0.5,0.8571428571428571
AMGN,2015,0.0969459036548563,0.4944603453051426,0.4408740359897172,0.0796989483128145,4.444213684089074,11.178515101227433,5.650300987905087,4.358395470569384,122396.82,0.0686671858325551,0.26175031885242783,0.26370171206447685,0.0772296139256255,2.160220790216694,10.381030014191504,4.134389501512452,4.215775105746447,60300.393314999994,0.6071428571428571,0.9285714285714286,0.8571428571428571,0.5357142857142857,0.9642857142857143,0.7857142857142857,0.6785714285714286,0.5357142857142857,0.8571428571428571
AMGN,2016,0.0994769793625847,0.5219433691444478,0.4456754180300414,0.0613516757455452,4.106569082470546,11.259657701600467,4.694542299160542,3.612794041841005,107932.222,0.0831031759857033,0.27577036397421895,0.27787909941086536,0.0788016929722885,2.2643430794628383,10.426216757576528,4.016138650401266,4.343383764850781,54698.1804,0.6071428571428571,0.9285714285714286,0.8214285714285714,0.39285714285714285,0.9285714285714286,0.7857142857142857,0.6071428571428571,0.39285714285714285,0.8214285714285714
AMGN,2017,0.0247517322460414,0.5449691452579981,0.4420291667708932,-0.0061763298682092,5.485144124168515,11.289206748280122,5.496546019519455,4.975657858246504,125590.58000000002,0.0719567753984363,0.27705169682008435,0.26596388156061745,0.08363277135632324,2.055377734083176,10.46421709624094,4.857324982634859,5.158828033207991,66017.9835,0.17857142857142858,0.9642857142857143,0.8214285714285714,0.10714285714285714,1.0,0.7857142857142857,0.6785714285714286,0.5,0.8214285714285714
AMGN,2018,0.126385208383522,0.5267612751084347,0.5108558178752108,0.0393015011597881,2.788997627520759,11.10369327029282,5.161251189623953,9.80513856,122564.232,0.0958181695646313,0.2810822733622528,0.2823377260463353,0.0960574878400508,1.7285857285857285,10.576610581265143,4.314918020733769,4.626183844011142,72338.68000000001,0.6551724137931034,0.9655172413793104,0.8275862068965517,0.13793103448275862,0.7586206896551724,0.7241379310344828,0.6896551724137931,0.7931034482758621,0.7931034482758621
AMGN,2019,0.1313413837573483,0.5032103415803442,0.5096722327365301,-0.0162125742199014,1.436696532917803,10.997204545438429,6.102593870387809,14.73883986353768,142568.79799999998,0.09448106650761925,0.2904407817020239,0.30028091400967394,0.0712915824883848,1.7715241991369095,10.647165936732051,5.1686791497731335,4.927692965793274,77400.69709500001,0.7,0.9666666666666667,0.8666666666666667,0.2,0.3,0.6,0.7,0.8333333333333334,0.8
AMGN,2020,0.115396835483256,0.4946507237256136,0.5313115587469022,0.0882629911822618,1.814468377241912,11.050064267720757,5.229811831340465,14.131441811031989,132962.73599999998,0.08158959000098535,0.30912018940147257,0.29280141333016896,0.06368677691030585,1.7897562134081741,10.759170154971066,5.791623616616933,6.7955283849817185,84069.06450000001,0.7666666666666667,1.0,0.9,0.6333333333333333,0.5333333333333333,0.5666666666666667,0.43333333333333335,0.7666666666666667,0.6333333333333333
AMGN,2021,0.0963459494809122,0.4818507255860502,0.5555301234366059,0.0218297671491503,1.59102101116218,11.021330409481015,4.834703067862504,18.746380746268656,125600.751,0.09519010331112475,0.32922146720898926,0.2889538632154832,0.1857504899988954,1.5560281569438117,10.815058892056678,5.188017442653033,6.263652592533566,108838.08661,0.5333333333333333,0.8666666666666667,0.9666666666666667,0.1,0.5333333333333333,0.5666666666666667,0.5,0.8666666666666667,0.5666666666666667
AMGN,2022,0.1006127055788455,0.5071990274664742,0.6087130111638335,0.0132414642595943,1.414292088990884,11.084002356823872,5.328030999506135,38.309139579349896,140249.75999999998,0.09444277327896645,0.3266031198239705,0.2783843201778837,0.03598681543315315,1.4784635134165964,10.838454332521163,4.8253882469216975,5.1204709376671245,95917.90292,0.5666666666666667,0.9,0.9666666666666667,0.3333333333333333,0.4666666666666667,0.6,0.6333333333333333,0.9666666666666667,0.6666666666666666
AMGN,2023,0.0691376577392593,0.4890741397658744,0.6733948164769336,0.0709265661208828,1.64919530230535,11.484052627401113,5.470234409365023,24.744208600770214,154205.908,0.07873378436685599,0.2932151582930338,0.2830962402927928,0.04894513197933365,1.6134011151416594,10.986885754832777,4.8520670784169635,5.055340876220322,102698.995,0.43333333333333335,1.0,0.9666666666666667,0.5666666666666667,0.5666666666666667,0.7333333333333333,0.6333333333333333,0.9,0.7
AMGN,2024,0.0445344570389485,0.4607467687888942,0.6628883154215529,0.1856686768357573,1.256764362093597,11.42779232299237,4.186740545715653,23.81106278713629,139937.61599999998,0.0616421325534922,0.3075136718082631,0.3078213426597681,0.06251086797507785,1.4320408719039825,10.989579014298902,4.6444657381577805,4.932219613779539,106063.27429999999,0.36666666666666664,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.36666666666666664,0.7,0.4666666666666667,0.9333333333333333,0.6666666666666666
